id,date,circumplex.arousal_avg,circumplex.valence_avg,mood_avg,circumplex.arousal_std,circumplex.valence_std,mood_std,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms
AS14.01,2014-02-26,-0.22053046110588978,0.14481756712798344,-1.0048855371739354,0.2685531438405752,0.10443207954684469,-0.4553500483597271,-0.06095590177095803,0.051742855459451675,-0.06928777052222596,-0.2004563416825312,-0.0015860963612794876,0.022554945200681686,-0.781000906726711,-0.29545746493185704,-0.43671062499252983,-0.12279550443338369,-0.01784447580575943,1.3245642916775566,0.1025247871875763,-1.0613802052610934,-0.3817460260946358,-0.3270675098052684
AS14.01,2014-02-27,0.15670574450918565,-0.8146708146180227,-0.8917323987524602,2.0691124384100554,0.30896101119313596,-0.29576610383257856,-0.06095590177095803,0.045537177473306656,-0.04580089194479967,-0.2004563416825312,0.027237815782427788,0.017324279993772507,-0.781000906726711,-0.29545746493185704,-0.2761867979988571,-0.12279550443338369,-0.053228892385959625,1.3245642916775566,0.07693168520927429,0.00019384454935789108,-0.2882855745960187,0.08210399746894836
AS14.17,2014-03-04,0.9111781557393364,3.0232827123660018,0.013492708619344075,2.973942591800071,0.6846272314409693,1.4307947311245313,0.23285196695151122,-0.02751290425658226,0.10920848529576556,0.4030931543059898,-0.0006761718541383743,-0.0010483749210834503,-0.30923017825962823,-0.409751257974442,-0.1761703508547043,0.9457635899788159,-0.06846193224191666,-0.618443301003152,0.12451872229576111,0.3897446943106552,-0.3408783226126458,0.12320521473884583
AS14.08,2014-03-05,0.15670574450918565,-0.8146708146180227,-0.8917323987524602,0.36751089176977136,1.8355857402366167,0.8953846742625635,-0.7237590719428959,0.02493024244904518,-0.007865329262386297,-0.9020080808573739,0.045862361788749695,-0.010441947728395462,-0.7894433611172554,-0.38866464522280597,-0.22071104417369586,1.8263497883504245,-0.056598104536533356,-0.6317779062762822,0.07260414958000183,0.08823884278535843,-0.40112359889879373,0.12039116024971008
AS14.17,2014-03-05,1.16266895948272,1.4881013015723918,1.37133036967705,0.727101609586788,0.3089610111931357,0.5762167852082665,0.23285196695151122,-0.008375284262001514,0.005287780130229618,0.4030931543059898,-0.043579474091529846,0.06964679062366486,-0.30923017825962823,-0.409751257974442,-0.2688765307887782,0.9457635899788159,-0.035605110228061676,-0.618443301003152,0.10242947936058044,-1.0613802052610934,-0.33146887093353994,-1.0305091891854443
AS14.08,2014-03-06,-0.7486611489669953,-0.2005982503005788,0.2850602408308855,-0.6837767889521869,1.1473731427471794,0.23922458676161873,-0.7237590719428959,0.031978193670511246,0.156412529743439,-0.9020080808573739,0.09255121648311615,-0.08625425398349762,-0.7894433611172554,-0.38866464522280597,-0.06452847166074596,1.8263497883504245,-0.013861455023288727,-0.6317779062762822,0.0853838324546814,0.020033251494169235,-0.35445530877332065,7.410790963376668
AS14.17,2014-03-06,0.9111781557393364,0.14481756712798344,0.35295212388377056,-0.6149092192364802,0.10443207954684469,0.48838321791301487,0.23285196695151122,0.050988052040338516,0.0515332157730013,0.4030931543059898,-0.01139630563557148,-0.00154118612408638,-0.30923017825962823,-0.409751257974442,-0.3267115050781299,0.9457635899788159,-0.02685455232858658,-0.618443301003152,0.10107061266899109,-1.0613802052610934,-0.3912196450179843,0.11579421162605286
AS14.08,2014-03-07,1.0620726379853667,1.1810650194136698,0.5566277730424269,0.1221141881252637,-0.03514528755158274,0.3584059686260757,-0.7237590719428959,-0.0010418863967061043,0.029307462537830026,-0.9020080808573739,0.010612709447741508,0.021504472941160202,-0.7894433611172554,-0.38866464522280597,-0.26857918353357296,1.8263497883504245,-0.028963960707187653,-0.6317779062762822,0.09211179614067078,0.051295410841703415,-0.39845110028970004,0.37637416957490766
AS14.17,2014-03-07,1.2884143613544117,0.7205105961755871,0.6924115391481971,0.2685531438405752,0.9413096786170968,1.176577229344784,0.23285196695151122,0.038822952657938004,0.15066046273592965,0.4030931543059898,-0.00024570710957050323,0.0028410665690898895,-0.30923017825962823,-0.409751257974442,-0.2497669370569239,0.9457635899788159,-0.0403238907456398,-0.618443301003152,0.0785692036151886,0.05169178172945976,-0.36807937621191367,0.12378367781639099
AS14.17,2014-03-08,0.7602836734933064,0.2599561729375043,0.8281953052539671,-0.6837767889521866,-0.03514528755158274,-0.35689203328898533,0.23285196695151122,0.04363245144486427,0.010167203772667497,0.4030931543059898,-0.0008783508092164993,0.01658458635210991,-0.30923017825962823,-0.409751257974442,-0.3317143900228905,0.9457635899788159,-0.0307488813996315,-0.618443301003152,0.09686186909675598,0.028045188635587692,-0.3820566175714541,0.11947467923164368
AS14.08,2014-03-08,0.15670574450918565,0.7205105961755871,0.013492708619344075,1.718327968753792,0.6520620895852324,1.4307947311245313,-0.7237590719428959,0.016648057848215103,0.10793169377366961,-0.9020080808573739,0.003551347181200981,0.0005681030452251434,-0.7894433611172554,-0.38866464522280597,-0.22200947682476954,1.8263497883504245,-0.05193404108285904,-0.6317779062762822,0.07318904995918274,0.0595327727496624,-0.34272494314385854,0.13732990622520447
AS14.08,2014-03-09,-1.352239077951116,1.1810650194136698,0.2850602408308855,0.8899148244003869,1.6789030478185367,1.2030803110817765,-0.7237590719428959,-0.011934605427086353,0.14147958604338576,-0.9020080808573739,0.008520467206835747,-0.0016482360661029816,-0.7894433611172554,-0.38866464522280597,-0.16987461929941897,1.8263497883504245,-0.05449429899454117,-0.6317779062762822,0.0676286518573761,0.048462044447660446,-0.3843916723177522,0.12686100602149963
AS14.17,2014-03-09,1.3638616024774268,0.7205105961755871,0.2850602408308855,-0.9174029299672423,-1.2176637178503449,-0.5642554566508227,0.23285196695151122,0.02361360564827919,0.09672126753911874,0.4030931543059898,0.0007010530680418015,0.025025200098752975,-0.30923017825962823,-0.409751257974442,-0.3382152026313666,0.9457635899788159,-0.025960125029087067,-0.618443301003152,0.10349652171134949,0.3897446943106552,-0.3931670361806587,0.12304726243019104
AS14.08,2014-03-10,-1.352239077951116,-0.2005982503005788,-0.25807482359219736,-1.956920048059748,2.7924513848564154,2.203728819179872,-0.7237590719428959,-0.1623591184616089,-0.006501940358618643,-0.9020080808573739,0.028785450384020805,-0.04744868353009224,-0.7894433611172554,-0.38866464522280597,-0.11833863294382922,1.8263497883504245,0.04049798101186752,-0.6317779062762822,0.05594662204384804,0.10850632935762405,-0.40138049435285716,1.0798158489550838
AS14.17,2014-03-10,1.16266895948272,-0.047080109221217865,0.4661052623052457,-0.61490921923648,0.30896101119313596,0.8953846742625635,0.23285196695151122,0.057920459657907486,0.14906894709725851,0.4030931543059898,0.007639748975634575,0.0062361471354961395,-0.30923017825962823,-0.409751257974442,-0.285215615732208,0.9457635899788159,-0.034724749624729156,-0.618443301003152,0.08591267466545105,0.04589725658297539,-0.3763863990171937,0.12986913323402405
AS14.08,2014-03-11,0.7602836734933064,-0.6611526735386616,-0.5296423558037388,0.12211418812526344,1.1473731427471794,0.8654174240353966,-0.7237590719428959,0.04405200853943825,0.0731696533518347,-0.9020080808573739,0.04188297688961029,-0.004846144467592239,-0.7894433611172554,-0.38866464522280597,-0.19744374372896797,1.8263497883504245,-0.04966703802347183,-0.6317779062762822,0.07873651385307312,0.07067776471376419,-0.36369693759723026,0.37637416957490766
