id,date,circumplex.arousal_avg,circumplex.valence_avg,mood_avg,circumplex.arousal_std,circumplex.valence_std,mood_std,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,mood_avg_hist
AS14.01,2014-03-22,1.0620726379853669,-0.4308754619196202,-0.801209888015279,0.1221141881252634,1.4265278769440342,0.358405968626076,0.9187610795526128,0.1455683399160081,0.9030289541226026,-1.3727916961433724,-2.136493435599916,-1.7244265708901778,-0.6260952432272486,0.1779130298146811,-0.20474348923334,-1.592173442247886,-0.8232035178500592,1.5084504492982176,0.3569203557368317,-0.0169083443578921,0.3894803978279912,-1.3472546242428347,-0.989798452051072
AS14.01,2014-03-23,0.4584947090012459,0.2599561729375043,-0.2580748235921973,-0.0121615962653561,-0.0351452875515827,0.2392245867616189,-0.060955901770958,0.549930999226504,0.9450072262176916,-1.364068416001606,-0.5001760745911333,-1.7244265708901778,-0.6260952432272486,-0.122032425462918,0.3139980544897364,-0.911220400405138,-0.8232035178500592,-0.0178331460617142,0.3569203557368317,-0.0084897950291633,0.4686275797513076,-0.0506125725805759,-0.9219065689981866
AS14.01,2014-03-24,1.3638616024774268,-1.5822615200148276,-1.344344952438362,1.0737671066730627,0.6520620895852324,-0.0280610754015947,-0.207144854532667,0.2673120077014468,1.3904624201674207,0.5203194881559824,-1.0502896814748273,-1.7244265708901778,-3.479883482089324,-0.2122357355376565,1.236817730479433,1.50531837067125,-0.8232035178500592,1.982041443288447,0.3569203557368317,2.1678026899143794,1.1139774979149393,-0.1018235087394714,-0.7106873772780989
AS14.01,2014-03-25,0.9111781557393364,-0.4308754619196202,-0.3259667066450824,0.3675108917697713,0.3089610111931357,0.4883832179130148,0.0696728652050827,0.3926769955431264,1.4708392844066875,-1.6234382795077755,-0.5186530199622768,-1.7244265708901778,-0.6260952432272486,0.7835016216560322,0.8614669185360626,-0.911220400405138,2.1435551475615204,2.232439193817623,0.3569203557368317,-0.0358278527855873,1.4016031196770211,-1.3472546242428347,-0.8012098880152795
AS14.01,2014-03-26,-0.1450832199828747,-0.2005982503005788,-0.5296423558037388,1.0737671066730627,0.2306196649840962,-0.3568920332889855,0.111512805835837,0.480526198202313,1.3663751006259564,0.4633244913849055,-0.0711777106575535,-1.7244265708901778,-0.6260952432272486,0.1712741905299224,1.4930135167229106,-0.911220400405138,-0.8232035178500592,0.0964590157425737,0.3569203557368317,-0.0318395569920539,1.1847542089798773,-0.0467828251421451,-0.6427954942252139
AS14.01,2014-03-27,0.4584947090012459,0.2599561729375043,0.013492708619344,0.5893664701553738,-0.0351452875515827,-1.4869168819277203,0.7518972363023857,0.5175005602469972,1.1641953733814776,0.1775291077736892,-0.5634609130497272,-1.7244265708901778,1.0778049257240143,-0.3408751535487305,0.3412208104489183,-1.292140928577538,-0.8232035178500592,1.9839232284835424,0.3569203557368317,-0.6382029584610862,1.2333984812047836,-1.3472546242428347,-0.7333180049623943
AS14.01,2014-03-28,-0.7486611489669953,-0.2005982503005788,-0.801209888015279,-0.6837767889521869,1.797178557787904,0.865417424035397,0.0315135290514433,1.8950733911426791,-0.4575817539489691,0.5435167630366663,1.158454899475433,0.3413441517799762,-0.6260952432272486,1.0202733539631226,-0.0935612671203025,2.78659042165966,-0.8232035178500592,2.5762126079964727,0.3569203557368317,0.8587572323234485,0.2106715670067921,-0.0615102387964725,-0.2807054512764924
AS14.01,2014-03-29,0.4584947090012459,0.7205105961755871,1.37133036967705,-0.0121615962653561,-1.2176637178503449,-0.0280610754015949,-0.3605505361381511,0.8490895401079721,0.4341812480637748,0.9330539407126768,-0.0133775770664215,-1.7244265708901778,-0.6260952432272486,0.7299349740251442,-0.1520448599656949,-1.1619327354797864,-0.8232035178500592,3.359034959252663,0.3569203557368317,0.465005197983596,0.6351157565799551,-1.3472546242428347,-0.4391198450665579
AS14.01,2014-03-30,-0.5977666667209651,0.1448175671279834,0.6924115391481971,-0.6149092192364802,0.1044320795468446,-0.2957661038325788,-0.9247255150785912,-0.2611713523980564,-0.142588929997387,0.8861107785036753,0.0241335332393646,-1.7244265708901778,-0.6260952432272486,-0.1059029501491277,-0.9001716463576951,-0.911220400405138,0.1613246544637606,0.2492771725853155,0.3569203557368317,-0.0102809742093086,0.142116536877195,-0.0635333359241485,0.19453773009370498
AS14.01,2014-03-31,0.1567057445091856,-0.2005982503005788,0.5566277730424269,0.3675108917697713,0.2306196649840962,-0.3568920332889858,-0.3277159290561668,1.1476228717361552,0.9590761495513288,0.9959103272091524,-0.6162806362651342,-2.173836955359538,-0.6260952432272486,1.19525550999484,0.6070735348282384,0.4388265493596895,-1.10580930987309,2.1664886190495314,0.3569203557368317,1.191669833796292,0.9199264772292338,-0.0159872211515903,0.42084400693665597
