id,date,circumplex.arousal_avg,circumplex.valence_avg,mood_avg,circumplex.arousal_std,circumplex.valence_std,mood_std,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,is_friday_or_saturday
AS14.01,2014-02-26,-0.22053046110588978,0.14481756712798344,-1.0048855371739354,0.2685531438405752,0.10443207954684469,-0.4553500483597271,-0.06095590177095803,0.028546541742397184,0.424983849744974,0.25636505949984933,0.014680474996566772,-1.7244265708901778,-0.6260952432272486,-0.03987986364548281,0.39045048910456615,-0.9112204004051381,-0.8232035178500592,2.005613481587289,0.35692035573683173,-1.513868535142427,-2.68731222661969,0.03744048220944147,0
AS14.01,2014-02-27,0.15670574450918565,-0.8146708146180227,-0.8917323987524602,2.0691124384100554,0.30896101119313596,-0.29576610383257856,-0.06095590177095803,0.02451603286698788,0.3275668446448642,0.25636505949984933,0.046527713537216187,-1.7244265708901778,-0.6260952432272486,-0.03987986364548281,0.39045048910456615,-0.9112204004051381,-0.8232035178500592,2.005613481587289,0.35692035573683173,0.008365176618099213,-2.618524465801678,-0.086159348487854,0
AS14.17,2014-03-04,0.9111781557393364,3.0232827123660018,0.013492708619344075,2.973942591800071,0.7393492044099846,1.4307947311245313,0.23285196695151122,-0.0376758270154373,0.310919631841899,0.6151424190862264,-0.033602505922317505,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,0.8587572323234485,-2.7775987732071674,-0.42786499857902527,0
AS14.08,2014-03-05,0.15670574450918565,-0.8146708146180227,-0.8917323987524602,0.36751089176977136,1.8355857402366167,0.8953846742625635,-0.7237590719428959,-0.0716362639383308,0.4105175728072975,-1.3753594547259937,0.05410155653953552,1.8985401140679927e-15,-0.6418512771533341,-0.47059828002914794,0.16348909204916012,1.967071726476189,-0.16500138188721408,-0.7158738303514767,1.6003214769371625e-16,0.03360377997159958,-2.688183479767774,-0.04752323403954506,0
AS14.17,2014-03-05,1.16266895948272,1.4881013015723918,1.37133036967705,0.727101609586788,0.3089610111931357,0.5762167852082665,0.23285196695151122,-0.3910542055920926,0.3436444389685462,0.6151424190862264,-0.01837828755378723,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,-1.513868535142427,-2.610296833829244,-1.3472546242428347,0
AS14.08,2014-03-06,-0.7486611489669953,-0.2005982503005788,0.2850602408308855,-0.6837767889521869,1.1473731427471794,0.23922458676161873,-0.7237590719428959,-0.0064141129369420305,0.3271228226985954,-1.3753594547259937,0.006273835897445679,1.8985401140679927e-15,-0.6418512771533341,-0.47059828002914794,0.16348909204916012,1.967071726476189,-0.16500138188721408,-0.7158738303514767,1.6003214769371625e-16,0.040191225707530975,-2.579670355205082,5.298180968389988,0
AS14.17,2014-03-06,0.9111781557393364,0.14481756712798344,0.35295212388377056,-0.6149092192364802,0.10443207954684469,0.48838321791301487,0.23285196695151122,0.04373866934815661,0.34563455051685277,0.6151424190862264,0.005337923765182495,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,-1.513868535142427,-2.6593693313494833,-0.2125074565410614,0
AS14.08,2014-03-07,1.0620726379853667,1.1810650194136698,0.5566277730424269,0.1221141881252637,-0.03514528755158274,0.3584059686260757,-0.7237590719428959,-0.26713104005576127,0.3311405404196168,-1.3753594547259937,-0.007649809122085571,1.8985401140679927e-15,-0.6418512771533341,-0.47059828002914794,0.16348909204916012,1.967071726476189,-0.16500138188721408,-0.7158738303514767,1.6003214769371625e-16,0.01849135011434555,-2.6038154668492495,1.0198972953164354,1
AS14.17,2014-03-07,1.2884143613544117,0.7205105961755871,0.6924115391481971,0.2685531438405752,0.9413096786170968,1.176577229344784,0.23285196695151122,-0.32576046549904886,0.3233256459308198,0.6151424190862264,0.015289634466171265,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,0.01851438730955124,-2.6094827541658367,-0.3112076222896576,1
AS14.17,2014-03-08,0.7602836734933064,0.2599561729375043,0.8281953052539671,-0.6837767889521866,-0.03514528755158274,-0.35689203328898533,0.23285196695151122,0.024108031281330718,0.3124019007879025,0.6151424190862264,0.02599748969078064,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,0.06289761513471603,-2.633579249841619,-0.16344311833381653,1
AS14.08,2014-03-08,0.15670574450918565,0.7205105961755871,0.013492708619344075,1.718327968753792,0.6520620895852324,1.4307947311245313,-0.7237590719428959,-0.34222868064095574,0.3066798029259642,-1.3753594547259937,0.0004931390285491943,1.8985401140679927e-15,-0.6418512771533341,-0.47059828002914794,0.16348909204916012,1.967071726476189,-0.16500138188721408,-0.7158738303514767,1.6003214769371625e-16,0.011204175651073456,-2.6264539750497624,-0.07294270396232605,1
AS14.08,2014-03-09,-1.352239077951116,1.1810650194136698,0.2850602408308855,0.8899148244003869,1.6789030478185367,1.2030803110817765,-0.7237590719428959,-0.23890856945953878,0.32960037629326044,-1.3753594547259937,0.013913720846176147,1.8985401140679927e-15,-0.6418512771533341,-0.47059828002914794,0.16348909204916012,1.967071726476189,-0.16500138188721408,-0.7158738303514767,1.6003214769371625e-16,0.03046225756406784,-2.7429485493442542,-0.05083629861474037,0
AS14.17,2014-03-09,1.3638616024774268,0.7205105961755871,0.2850602408308855,-0.9174029299672423,-1.2176637178503449,-0.5642554566508227,0.23285196695151122,0.08777886884219377,0.36855714509454723,0.6151424190862264,0.02638491988182068,4.95351739350609,0.5745473393043449,-0.5997664938456176,0.31579106382575717,0.7220763226809914,1.941784971533704,-0.6269970754119228,1.6003214769371625e-16,0.8587572323234485,-2.6925960170348793,-0.1323578655719757,0
